chromosome_name	start_position	end_position	gene_biotype	hgnc_symbol	hgnc_id	entrezgene_id	ensembl_gene_id	strand	external_gene_name
5	103346653	103432641	lncRNA			NA	ENSG00000296261	1	
11	36425447	36426122	lncRNA			NA	ENSG00000255060	-1	
12	48829756	48852842	protein_coding	DDX23	HGNC:17347	9416	ENSG00000174243	-1	DDX23
17	28247444	28248164	transcribed_unprocessed_pseudogene	PPY2P	HGNC:9328	NA	ENSG00000265060	1	PPY2P
11	36483769	36510272	protein_coding	TRAF6	HGNC:12036	7189	ENSG00000175104	-1	TRAF6
5	103362629	103374616	lncRNA			NA	ENSG00000296313	-1	
17	18661937	18681846	transcribed_unprocessed_pseudogene	ZNF286B	HGNC:33241	NA	ENSG00000249459	-1	ZNF286B
5	25745220	25801735	lncRNA			NA	ENSG00000296327	1	
17	16923996	16932505	transcribed_unprocessed_pseudogene	TBC1D27P	HGNC:28104	NA	ENSG00000128438	-1	TBC1D27P
5	133111055	133124490	lncRNA			105379178	ENSG00000251616	-1	
7	109322226	109401975	lncRNA			NA	ENSG00000230941	-1	
17	3240676	3241614	transcribed_unprocessed_pseudogene	OR1D4	HGNC:8185	653166	ENSG00000255095	1	OR1D4
17	68205669	68206238	transcribed_unprocessed_pseudogene			NA	ENSG00000274712	1	
5	26710963	26750016	lncRNA			NA	ENSG00000251033	-1	
17	68205489	68207493	lncRNA			NA	ENSG00000290793	1	
17	62265017	62274115	transcribed_unprocessed_pseudogene	TBC1D3P2	HGNC:27783	NA	ENSG00000188755	-1	TBC1D3P2
5	71098681	71121334	lncRNA			NA	ENSG00000296380	1	
7	35728428	35729270	lncRNA			NA	ENSG00000296137	-1	
5	180810200	180813587	lncRNA			NA	ENSG00000296385	1	
7	35695204	35699413	lncRNA	HERPUD2-AS1	HGNC:55258	101930085	ENSG00000271122	1	HERPUD2-AS1
5	58094447	58259554	lncRNA	LINC02101	HGNC:52956	101928569	ENSG00000248132	-1	LINC02101
7	5823101	5854444	lncRNA			NA	ENSG00000291099	1	
11	36510372	36593156	protein_coding	RAG1	HGNC:9831	5896	ENSG00000166349	1	RAG1
17	37854303	37855228	transcribed_unprocessed_pseudogene	YWHAEP7	HGNC:49437	NA	ENSG00000276715	-1	YWHAEP7
17	3310311	3311216	transcribed_unprocessed_pseudogene	OR3A4P	HGNC:15510	NA	ENSG00000180068	1	OR3A4P
17	31038575	31051026	transcribed_unprocessed_pseudogene			NA	ENSG00000265798	-1	
17	41626536	41634106	transcribed_unprocessed_pseudogene	KRT42P	HGNC:27581	NA	ENSG00000214514	-1	KRT42P
17	22204093	22205009	transcribed_unprocessed_pseudogene	UBBP4	HGNC:12467	NA	ENSG00000263563	1	UBBP4
17	39027277	39045347	transcribed_unprocessed_pseudogene	LRRC37A11P	HGNC:43815	NA	ENSG00000214553	1	LRRC37A11P
5	71220358	71227541	lncRNA			NA	ENSG00000296401	1	
5	58114598	58198059	lncRNA			NA	ENSG00000286853	1	
17	27651334	27665712	transcribed_unprocessed_pseudogene	NOS2P1	HGNC:7875	NA	ENSG00000265788	-1	NOS2P1
5	5132084	5140808	lncRNA	ADAMTS16-DT	HGNC:55548	NA	ENSG00000250579	-1	ADAMTS16-DT
1	26814822	26815112	misc_RNA	RN7SL165P	HGNC:46181	NA	ENSG00000241188	1	RN7SL165P
11	36575574	36598279	protein_coding	RAG2	HGNC:9832	5897	ENSG00000175097	-1	RAG2
1	26817300	26817476	unprocessed_pseudogene			NA	ENSG00000287810	1	
1	26826688	26857604	protein_coding	ZDHHC18	HGNC:20712	84243	ENSG00000204160	1	ZDHHC18
17	32106330	32114125	transcribed_unprocessed_pseudogene			NA	ENSG00000263369	-1	
17	16796043	16802427	transcribed_unprocessed_pseudogene	USP32P1	HGNC:43570	NA	ENSG00000188933	1	USP32P1
16	89046172	89052975	lncRNA			NA	ENSG00000256982	-1	
17	16818142	16822492	transcribed_unprocessed_pseudogene	KRT16P6	HGNC:50719	NA	ENSG00000226145	-1	KRT16P6
5	58151205	58153318	lncRNA			NA	ENSG00000296424	-1	
5	55712460	55715210	lncRNA			NA	ENSG00000296426	1	
17	16829999	16832753	transcribed_unprocessed_pseudogene	KRT16P2	HGNC:37807	NA	ENSG00000227300	-1	KRT16P2
16	79605850	79770651	lncRNA	MAFTRR	HGNC:51525	102467146	ENSG00000261390	-1	MAFTRR
5	58245080	58245783	lncRNA			NA	ENSG00000296446	1	
5	3694518	3709890	lncRNA			NA	ENSG00000296494	-1	
5	146307098	146376980	lncRNA			NA	ENSG00000250025	-1	
11	63268022	63311783	protein_coding	SLC22A10	HGNC:18057	387775	ENSG00000184999	1	SLC22A10
17	16840895	16845815	transcribed_unprocessed_pseudogene	KRT17P1	HGNC:6428	NA	ENSG00000131885	-1	KRT17P1
5	45181937	45197416	lncRNA			NA	ENSG00000296515	1	
5	89913561	90017763	lncRNA			NA	ENSG00000296522	-1	
17	16847852	16851908	transcribed_unprocessed_pseudogene	KRT17P4	HGNC:50722	NA	ENSG00000205312	-1	KRT17P4
17	46267412	46268694	transcribed_unprocessed_pseudogene			NA	ENSG00000261575	1	
17	21632721	21641356	transcribed_unprocessed_pseudogene			NA	ENSG00000260157	1	
5	168348359	168353719	lncRNA			NA	ENSG00000296528	-1	
17	35963512	35965471	transcribed_unprocessed_pseudogene			NA	ENSG00000273736	-1	
17	31008754	31031946	transcribed_unprocessed_pseudogene			NA	ENSG00000266865	1	
5	12914068	13032922	lncRNA	LINC02220	HGNC:53087	NA	ENSG00000248457	-1	LINC02220
17	42867279	42874369	transcribed_unprocessed_pseudogene	AOC4P	HGNC:48869	NA	ENSG00000260105	1	AOC4P
4	57109736	57207459	lncRNA	IGFBP7-AS1	HGNC:40296	255130	ENSG00000245067	1	IGFBP7-AS1
1	26863149	26864456	protein_coding	SFN	HGNC:10773	2810	ENSG00000175793	1	SFN
15	72278867	72351794	lncRNA			105370887	ENSG00000261460	1	
5	89838858	89909101	lncRNA			NA	ENSG00000296543	-1	
5	5932009	5933014	lncRNA			NA	ENSG00000296544	-1	
17	42865922	42874246	lncRNA	AOC4P	HGNC:48869	90586	ENSG00000291070	1	AOC4P
15	72376051	72379899	lncRNA	HEXA-AS1	HGNC:25810	80072	ENSG00000260339	1	HEXA-AS1
1	26876132	26890283	protein_coding	GPN2	HGNC:25513	54707	ENSG00000142751	-1	GPN2
5	12987329	13032219	lncRNA			NA	ENSG00000296550	1	
5	89889053	89990883	lncRNA			NA	ENSG00000214942	1	
15	72406416	72475168	lncRNA	TMEM202-AS1	HGNC:53265	NA	ENSG00000261423	-1	TMEM202-AS1
11	45647689	45665622	protein_coding	CHST1	HGNC:1969	8534	ENSG00000175264	-1	CHST1
17	20893392	20896020	transcribed_unprocessed_pseudogene	CCDC144NL	HGNC:33735	NA	ENSG00000205212	-1	CCDC144NL
17	18542155	18625447	transcribed_unprocessed_pseudogene	CCDC144BP	HGNC:26704	NA	ENSG00000154874	-1	CCDC144BP
19	6894994	6896832	TEC			NA	ENSG00000280091	-1	
7	5847271	5857740	lncRNA			NA	ENSG00000296179	-1	
19	6898299	6898686	unprocessed_pseudogene			NA	ENSG00000269385	1	
19	6928345	6928629	misc_RNA			NA	ENSG00000276568	1	Metazoa_SRP
7	34287269	34871582	lncRNA	NPSR1-AS1	HGNC:22128	404744	ENSG00000197085	-1	NPSR1-AS1
19	6954659	6990798	transcribed_unprocessed_pseudogene	ADGRE4P	HGNC:19240	NA	ENSG00000268758	-1	ADGRE4P
1	26890488	26900467	protein_coding	GPATCH3	HGNC:25720	63906	ENSG00000198746	-1	GPATCH3
12	6970913	6979936	protein_coding	EMG1	HGNC:16912	10436	ENSG00000126749	1	EMG1
11	45804072	45813016	protein_coding	SLC35C1	HGNC:20197	55343	ENSG00000181830	1	SLC35C1
6	61630234	62286225	protein_coding	KHDRBS2	HGNC:18114	202559	ENSG00000112232	-1	KHDRBS2
17	18722237	18735460	transcribed_unprocessed_pseudogene	TRIM16L	HGNC:32670	NA	ENSG00000108448	1	TRIM16L
19	7011884	7012679	processed_pseudogene			NA	ENSG00000283679	1	
4	57149019	57157966	lncRNA			NA	ENSG00000250192	1	
19	7018969	7021431	protein_coding	MBD3L2B	HGNC:53435	729458	ENSG00000196589	-1	MBD3L2B
5	172715574	172717415	lncRNA			NA	ENSG00000296569	1	
19	8444767	8489114	protein_coding	HNRNPM	HGNC:5046	4670	ENSG00000099783	1	HNRNPM
5	57586684	57622695	lncRNA			NA	ENSG00000296582	-1	
17	40719034	40721932	transcribed_unprocessed_pseudogene	KRT223P	HGNC:32968	NA	ENSG00000229028	-1	KRT223P
11	66842835	66846552	protein_coding	RCE1	HGNC:13721	9986	ENSG00000173653	1	RCE1
5	177554710	177572121	lncRNA	FAM193B-DT	HGNC:55212	NA	ENSG00000272459	1	FAM193B-DT
4	16360837	16598580	lncRNA			NA	ENSG00000248138	1	
17	45508109	45550335	transcribed_unprocessed_pseudogene	LRRC37A4P	HGNC:25479	NA	ENSG00000214425	-1	LRRC37A4P
5	27120692	27121456	lncRNA			NA	ENSG00000296629	1	
5	10187736	10197344	lncRNA			NA	ENSG00000296636	1	
6	68226972	68329899	lncRNA	LINC02549	HGNC:53584	101928280	ENSG00000226497	-1	LINC02549
1	26900238	26946871	protein_coding	NUDC	HGNC:8045	10726	ENSG00000090273	1	NUDC
5	69831991	69844302	lncRNA			NA	ENSG00000296666	-1	
6	67933485	67934682	processed_pseudogene			NA	ENSG00000270509	1	
12	6970921	6997428	protein_coding			NA	ENSG00000290146	1	
6	79484991	79537458	protein_coding	LCA5	HGNC:31923	167691	ENSG00000135338	-1	LCA5
5	65898529	65902138	lncRNA			NA	ENSG00000296686	-1	
17	20424589	20431008	transcribed_unprocessed_pseudogene	USP32P3	HGNC:43576	NA	ENSG00000189423	1	USP32P3
5	111076061	111092205	lncRNA			NA	ENSG00000253613	-1	
7	34209451	34299012	lncRNA			NA	ENSG00000236212	1	
4	16322945	16397259	lncRNA			NA	ENSG00000286888	1	
17	20441027	20446772	transcribed_unprocessed_pseudogene	NOS2P3	HGNC:35124	NA	ENSG00000230528	1	NOS2P3
3	39970125	39970266	snRNA	RNU4-56P	HGNC:46992	NA	ENSG00000201570	1	RNU4-56P
4	16226685	16323197	lncRNA	TAPT1-AS1	HGNC:26832	NA	ENSG00000263327	1	TAPT1-AS1
3	40209005	40209304	misc_RNA	RN7SL411P	HGNC:46427	NA	ENSG00000265327	1	RN7SL411P
3	40238608	40238741	snoRNA			124900557	ENSG00000202517	1	
17	20501669	20504283	transcribed_unprocessed_pseudogene	KRT16P3	HGNC:37808	NA	ENSG00000214822	-1	KRT16P3
3	40322715	40323279	processed_pseudogene	PGAM1P3	HGNC:42450	NA	ENSG00000230274	-1	PGAM1P3
5	116942833	116947454	lncRNA			NA	ENSG00000296718	1	
3	40387184	40428744	protein_coding	ENTPD3	HGNC:3365	956	ENSG00000168032	1	ENTPD3
2	162170684	162245151	protein_coding	FAP	HGNC:3590	2191	ENSG00000078098	-1	FAP
5	2756465	2758585	lncRNA			NA	ENSG00000289075	1	
7	157801663	157802273	lncRNA			NA	ENSG00000296217	-1	
5	86746805	86749783	lncRNA	LINC02059	HGNC:52902	100505878	ENSG00000250544	1	LINC02059
7	159006492	159030195	lncRNA	LINC00689	HGNC:27217	154822	ENSG00000231419	1	LINC00689
15	72464657	72465185	lncRNA			NA	ENSG00000296001	1	
4	9512905	9513874	transcribed_unprocessed_pseudogene	OR7E83P	HGNC:14688	NA	ENSG00000249866	1	OR7E83P
4	9495695	9513938	lncRNA			NA	ENSG00000301708	1	
15	78131498	78171945	protein_coding	IDH3A	HGNC:5384	3419	ENSG00000166411	1	IDH3A
4	9532429	9532647	transcribed_unprocessed_pseudogene			NA	ENSG00000284648	1	
4	11371975	11372892	transcribed_processed_pseudogene	RNPS1P1	HGNC:39525	NA	ENSG00000250896	1	RNPS1P1
12	132031224	132031359	snoRNA	SNORA49	HGNC:32642	677829	ENSG00000208892	1	SNORA49
12	132077803	132080460	lncRNA			NA	ENSG00000257000	-1	
4	11368599	11372445	lncRNA			NA	ENSG00000308642	1	
5	29780715	29796163	lncRNA			NA	ENSG00000296749	-1	
12	132083540	132083779	lncRNA			NA	ENSG00000274670	-1	
5	155587167	155603801	lncRNA			NA	ENSG00000296753	1	
12	132100013	132100820	TEC			NA	ENSG00000279640	-1	
4	9553614	9553985	transcribed_processed_pseudogene			NA	ENSG00000242034	-1	
12	132126461	132126764	processed_pseudogene			NA	ENSG00000256804	-1	
4	9677308	9677934	transcribed_processed_pseudogene	ENPP7P11	HGNC:48694	NA	ENSG00000250942	1	ENPP7P11
5	138032768	138037266	lncRNA	FAM13B-AS1	HGNC:55597	NA	ENSG00000246323	1	FAM13B-AS1
17	20512560	20517479	transcribed_unprocessed_pseudogene	KRT17P6	HGNC:50724	NA	ENSG00000231645	-1	KRT17P6
4	9531898	9690556	lncRNA			NA	ENSG00000304497	1	
12	132136594	132144319	protein_coding	DDX51	HGNC:20082	317781	ENSG00000185163	-1	DDX51
5	21048076	21116707	lncRNA			NA	ENSG00000296785	-1	
5	72442165	72519514	lncRNA			NA	ENSG00000296791	1	
7	44039049	44044375	lncRNA	LINC00957	HGNC:22332	255031	ENSG00000235314	1	LINC00957
6	79537185	79703655	protein_coding	SH3BGRL2	HGNC:15567	83699	ENSG00000198478	1	SH3BGRL2
5	138033162	138034020	lncRNA			NA	ENSG00000296794	1	
17	20519521	20523747	transcribed_unprocessed_pseudogene	KRT17P7	HGNC:50725	NA	ENSG00000205215	-1	KRT17P7
5	136418243	136448371	lncRNA			NA	ENSG00000296800	-1	
17	47017193	47054569	transcribed_unprocessed_pseudogene	LRRC37A17P	HGNC:48365	NA	ENSG00000263142	1	LRRC37A17P
16	32600299	32615571	lncRNA			NA	ENSG00000289734	1	
5	72518870	72530925	lncRNA			NA	ENSG00000296805	-1	
5	132311285	132370170	lncRNA	MIR3936HG	HGNC:40538	553103	ENSG00000233006	-1	MIR3936HG
16	72425611	72535458	lncRNA			NA	ENSG00000260664	1	
7	97016467	97079797	lncRNA			NA	ENSG00000296253	1	
17	68101908	68114527	transcribed_unprocessed_pseudogene	LINC00674	HGNC:44355	NA	ENSG00000237854	1	LINC00674
17	68101871	68161227	lncRNA			NA	ENSG00000291214	1	
16	79676048	79809716	lncRNA	LINC01229	HGNC:49682	NA	ENSG00000260876	1	LINC01229
4	47706372	47706987	transcribed_processed_pseudogene	RPL15P7	HGNC:36808	NA	ENSG00000242262	1	RPL15P7
4	47704852	47707287	lncRNA			NA	ENSG00000303368	1	
7	159015726	159025265	lncRNA			NA	ENSG00000296259	-1	
11	66848417	66958386	protein_coding	PC	HGNC:8636	5091	ENSG00000173599	-1	PC
6	79552794	79553160	processed_pseudogene			NA	ENSG00000261970	1	
7	44043567	44045307	lncRNA			NA	ENSG00000288746	-1	
6	30345131	30346884	protein_coding	RPP21	HGNC:21300	79897	ENSG00000241370	1	RPP21
6	30345131	30346884	protein_coding	RPP21	HGNC:21300	202658	ENSG00000241370	1	RPP21
5	41577354	41588672	lncRNA			NA	ENSG00000296840	1	
1	26911489	26913975	protein_coding	NR0B2	HGNC:7961	8431	ENSG00000131910	-1	NR0B2
17	81556887	81648465	protein_coding	NPLOC4	HGNC:18261	55666	ENSG00000182446	-1	NPLOC4
5	175972123	175987670	lncRNA	THOC3-AS1	HGNC:40866	NA	ENSG00000250801	1	THOC3-AS1
4	9733370	9742361	transcribed_unprocessed_pseudogene	EVA1CP1	HGNC:55735	NA	ENSG00000249563	1	EVA1CP1
1	26980165	26980975	unprocessed_pseudogene	RPL12P13	HGNC:51936	NA	ENSG00000172746	1	RPL12P13
1	26985897	26986340	processed_pseudogene	OSTCP2	HGNC:42864	646567	ENSG00000225294	-1	OSTCP2
1	27005020	27012850	protein_coding	TENT5B	HGNC:28273	115572	ENSG00000158246	-1	TENT5B
4	9711252	9755489	lncRNA			NA	ENSG00000301897	1	
5	168304380	168325381	lncRNA			NA	ENSG00000296875	-1	
4	25504997	25506675	transcribed_processed_pseudogene			NA	ENSG00000248608	1	
7	97027417	97048654	lncRNA			NA	ENSG00000296279	-1	
4	25505669	25514140	lncRNA			NA	ENSG00000297255	1	
5	56123947	56206338	lncRNA			NA	ENSG00000296884	1	
7	97025361	97026431	lncRNA			NA	ENSG00000296293	-1	
4	9493736	9498066	transcribed_unprocessed_pseudogene	UNC93B7	HGNC:44036	NA	ENSG00000251624	1	UNC93B7
5	27406525	27438882	lncRNA			NA	ENSG00000248490	-1	
1	26190561	26202968	protein_coding	CATSPER4	HGNC:23220	378807	ENSG00000188782	1	CATSPER4
4	9754898	9755778	transcribed_unprocessed_pseudogene	OR7E35P	HGNC:8408	NA	ENSG00000250425	1	OR7E35P
7	19898489	20140453	lncRNA			NA	ENSG00000243004	-1	
4	69004862	69020414	transcribed_unprocessed_pseudogene	UGT2B27P	HGNC:12551	NA	ENSG00000251685	-1	UGT2B27P
5	175892636	175902485	lncRNA			NA	ENSG00000296891	1	
5	175967522	175968549	lncRNA			NA	ENSG00000296908	1	
5	111010923	111066463	lncRNA			NA	ENSG00000296915	-1	
5	102510224	102511757	lncRNA			NA	ENSG00000296919	-1	
12	132144457	132152473	protein_coding	NOC4L	HGNC:28461	79050	ENSG00000184967	1	NOC4L
5	4512262	4531874	lncRNA			NA	ENSG00000231291	1	
4	69004088	69032988	lncRNA			NA	ENSG00000299645	-1	
5	4489247	4502369	lncRNA			NA	ENSG00000296948	-1	
5	4555298	4556397	lncRNA			NA	ENSG00000296967	1	
5	141078047	141085131	lncRNA			NA	ENSG00000279558	1	
5	123812072	123875409	lncRNA			NA	ENSG00000296985	1	
5	157565964	157576617	lncRNA			NA	ENSG00000253519	1	
4	49550032	49557400	transcribed_unprocessed_pseudogene			NA	ENSG00000232471	1	
3	40457292	40468587	protein_coding	RPL14	HGNC:10305	9045	ENSG00000188846	1	RPL14
5	23368101	23371564	lncRNA			NA	ENSG00000297049	1	
5	123235903	123242624	lncRNA			NA	ENSG00000297075	-1	
5	115738978	115756543	lncRNA			124901048	ENSG00000248709	1	
6	11503509	11503671	snRNA	RNU1-64P	HGNC:48406	NA	ENSG00000202313	-1	RNU1-64P
4	49522071	49602839	lncRNA			NA	ENSG00000294903	1	
6	11514192	11516466	transcribed_processed_pseudogene	THAP12P5	HGNC:39569	NA	ENSG00000218020	1	THAP12P5
5	105661069	105695661	lncRNA			NA	ENSG00000297107	1	
6	11537749	11583524	protein_coding	TMEM170B	HGNC:34244	100113407	ENSG00000205269	1	TMEM170B
4	69242628	69250815	transcribed_processed_pseudogene			NA	ENSG00000249763	1	
5	94111699	94285191	lncRNA			105379087	ENSG00000286577	1	
5	180313918	180314503	lncRNA			NA	ENSG00000297119	1	
5	82787979	82927289	lncRNA			NA	ENSG00000297123	1	
6	11644067	11644343	misc_RNA			NA	ENSG00000277473	1	Metazoa_SRP
6	20401879	20493714	protein_coding	E2F3	HGNC:3115	1871	ENSG00000112242	1	E2F3
4	69243050	69252786	lncRNA			NA	ENSG00000304713	1	
1	26218581	26220476	unprocessed_pseudogene			NA	ENSG00000278572	-1	
4	68900651	68900910	transcribed_unprocessed_pseudogene			NA	ENSG00000248613	-1	
4	68900390	68907142	lncRNA			NA	ENSG00000272626	-1	
1	26234200	26278808	protein_coding	CEP85	HGNC:25309	64793	ENSG00000130695	1	CEP85
4	9692495	9702954	transcribed_unprocessed_pseudogene	FAM86MP	HGNC:44100	NA	ENSG00000186234	1	FAM86MP
16	9182064	9183765	lncRNA			NA	ENSG00000299841	-1	
16	32322816	32348369	lncRNA			NA	ENSG00000299855	-1	
5	83012285	83021426	lncRNA			NA	ENSG00000249664	-1	
16	79797826	79827185	lncRNA	LINC01228	HGNC:49681	104266962	ENSG00000261082	-1	LINC01228
5	59035027	59063510	lncRNA			NA	ENSG00000247345	1	
16	79611085	79620110	lncRNA			NA	ENSG00000275040	1	
16	78014683	78060092	lncRNA			NA	ENSG00000261540	-1	
4	9691502	9704341	lncRNA			NA	ENSG00000304573	1	
5	7266032	7273915	lncRNA			NA	ENSG00000297190	1	
5	9641305	9903869	lncRNA	LINC02112	HGNC:27756	285692	ENSG00000249781	-1	LINC02112
16	79599480	79606730	lncRNA			101928230	ENSG00000278058	1	
12	132169823	132170043	lncRNA			NA	ENSG00000276693	1	
4	9703754	9710812	transcribed_unprocessed_pseudogene	ALG1L3P	HGNC:44372	NA	ENSG00000251087	-1	ALG1L3P
12	132200436	132201287	TEC			NA	ENSG00000279480	1	
6	20421583	20421887	misc_RNA	RN7SL128P	HGNC:46144	NA	ENSG00000240869	-1	RN7SL128P
6	20437821	20440178	lncRNA	E2F3-IT1	HGNC:41329	100874268	ENSG00000224707	1	E2F3-IT1
12	131949942	132080460	protein_coding	EP400	HGNC:11958	57634	ENSG00000183495	1	EP400
6	20452369	20452473	snRNA	RNU6-141P	HGNC:47104	NA	ENSG00000222431	-1	RNU6-141P
6	20500175	20500276	misc_RNA			NA	ENSG00000201683	1	Y_RNA
6	31360865	31367354	lncRNA			NA	ENSG00000293281	-1	
4	9547796	9708178	lncRNA			NA	ENSG00000287117	-1	
6	31463144	31494470	lncRNA	HCP5	HGNC:21659	10866	ENSG00000206337	1	HCP5
16	55760460	55794158	lncRNA	CES1P1	HGNC:18546	51716	ENSG00000291109	1	CES1P1
5	112001197	112002632	lncRNA			NA	ENSG00000297193	-1	
5	1963346	1975382	lncRNA			NA	ENSG00000248597	-1	
5	59127778	59128354	lncRNA			NA	ENSG00000297205	1	
5	9836137	9899970	lncRNA	LINC02221	HGNC:53090	105374648	ENSG00000250814	1	LINC02221
3	40477113	40491053	protein_coding	ZNF619	HGNC:26910	285267	ENSG00000177873	1	ZNF619
6	31711771	31714065	lncRNA			NA	ENSG00000293479	-1	
6	31764310	31765588	lncRNA	SAPCD1-AS1	HGNC:39824	NA	ENSG00000235663	-1	SAPCD1-AS1
5	97504589	97989061	lncRNA	LINC01340	HGNC:50550	102546227	ENSG00000250331	1	LINC01340
5	97504589	97989061	lncRNA	LINC01340	HGNC:50550	109729164	ENSG00000250331	1	LINC01340
2	224470150	224585397	protein_coding	CUL3	HGNC:2553	8452	ENSG00000036257	-1	CUL3
6	31877808	31884204	lncRNA	EHMT2-AS1	HGNC:39751	107986588	ENSG00000237080	1	EHMT2-AS1
6	31999976	32003521	lncRNA	C4A-AS1	HGNC:39753	NA	ENSG00000233627	-1	C4A-AS1
6	32032713	32036258	lncRNA	C4B-AS1	HGNC:39752	102060414	ENSG00000229776	-1	C4B-AS1
16	21226764	21233613	lncRNA			105371123	ENSG00000289978	-1	
17	78522247	78522828	processed_pseudogene			NA	ENSG00000267770	1	
16	8114712	8180769	lncRNA			NA	ENSG00000299944	1	
6	31822094	31839766	lncRNA	SNHG32	HGNC:19078	50854	ENSG00000204387	1	SNHG32
17	78532813	78533055	misc_RNA	RN7SL454P	HGNC:46470	NA	ENSG00000243426	-1	RN7SL454P
17	78605233	78632155	lncRNA	SCAT1	HGNC:52930	101928710	ENSG00000267123	-1	SCAT1
16	86047819	86049372	lncRNA			105371389	ENSG00000299948	-1	
16	8118414	8128939	lncRNA			NA	ENSG00000299962	-1	
1	26263041	26263398	processed_pseudogene			NA	ENSG00000270733	-1	
16	88100706	88303291	lncRNA	LINC02182	HGNC:53044	NA	ENSG00000260420	1	LINC02182
1	26410817	26429728	protein_coding	LIN28A	HGNC:15986	79727	ENSG00000131914	1	LIN28A
1	26454653	26455187	processed_pseudogene	RPL17P9	HGNC:36230	NA	ENSG00000223583	-1	RPL17P9
1	26281328	26318363	protein_coding	UBXN11	HGNC:30600	91544	ENSG00000158062	-1	UBXN11
3	40477131	40518736	protein_coding	ZNF620	HGNC:28742	253639	ENSG00000177842	1	ZNF620
19	11237502	11241943	protein_coding	ANGPTL8	HGNC:24933	55908	ENSG00000130173	1	ANGPTL8
5	2040962	2045131	lncRNA			NA	ENSG00000297219	-1	
5	59066828	59066976	lncRNA			NA	ENSG00000297222	1	
5	97985491	98161352	lncRNA	LINC01846	HGNC:52661	105379098	ENSG00000248901	-1	LINC01846
7	19984669	20053557	lncRNA			NA	ENSG00000296332	1	
7	20188113	20221710	lncRNA	GIRGL	HGNC:55702	NA	ENSG00000233834	1	GIRGL
19	17281645	17287646	protein_coding	ANKLE1	HGNC:26812	126549	ENSG00000160117	1	ANKLE1
3	40498891	40499003	snRNA	RNU5B-2P	HGNC:34182	NA	ENSG00000199906	-1	RNU5B-2P
3	40586535	40587428	processed_pseudogene	RPL5P10	HGNC:36846	NA	ENSG00000234067	-1	RPL5P10
3	40596207	40597494	processed_pseudogene	EEF1GP3	HGNC:44558	NA	ENSG00000226845	-1	EEF1GP3
3	40603125	40605427	lncRNA			NA	ENSG00000226302	-1	
3	40699066	40699338	processed_pseudogene	HMGN2P24	HGNC:39389	NA	ENSG00000229072	-1	HMGN2P24
3	40761545	40761799	processed_pseudogene	RPS27P4	HGNC:16694	NA	ENSG00000234287	1	RPS27P4
5	5688415	5699629	lncRNA			NA	ENSG00000286986	1	
3	40970541	40971578	lncRNA			NA	ENSG00000233096	-1	
3	41189041	41189236	processed_pseudogene	MRPS31P1	HGNC:29763	NA	ENSG00000275256	1	MRPS31P1
16	87064605	87074948	lncRNA			NA	ENSG00000289336	-1	
5	91642643	91799234	lncRNA			NA	ENSG00000286121	1	
3	41246599	41962130	protein_coding	ULK4	HGNC:15784	54986	ENSG00000168038	-1	ULK4
12	32679200	32745650	protein_coding	DNM1L	HGNC:2973	10059	ENSG00000087470	1	DNM1L
17	78645400	78645917	lncRNA			NA	ENSG00000289922	-1	
17	67337916	67366605	protein_coding	PSMD12	HGNC:9557	5718	ENSG00000197170	-1	PSMD12
5	1173141	1182901	lncRNA	TERLR1	HGNC:52952	101928857	ENSG00000249201	-1	TERLR1
16	87057784	87070113	lncRNA	LINC02181	HGNC:53043	440390	ENSG00000232190	1	LINC02181
2	2319232	2327110	lncRNA	MYT1L-AS1	HGNC:49274	730811	ENSG00000225619	1	MYT1L-AS1
16	88076950	88101504	lncRNA			NA	ENSG00000205037	-1	
2	1789113	2331664	protein_coding	MYT1L	HGNC:7623	23040	ENSG00000186487	-1	MYT1L
16	49827018	49859333	lncRNA			NA	ENSG00000300023	-1	
16	87066705	87069752	lncRNA			NA	ENSG00000261363	1	
16	88248691	88265198	lncRNA			NA	ENSG00000300040	-1	
5	1178183	1179845	lncRNA			NA	ENSG00000297303	1	
5	50965151	50970304	lncRNA	LINC02106	HGNC:52961	NA	ENSG00000251573	-1	LINC02106
16	49857846	49859525	lncRNA			NA	ENSG00000300045	1	
6	31827738	31830254	protein_coding	HSPA1B	HGNC:5233	3304	ENSG00000204388	1	HSPA1B
16	88294834	88304640	lncRNA			NA	ENSG00000300066	-1	
6	33144783	33147767	lncRNA	HCG24	HGNC:23500	NA	ENSG00000230313	1	HCG24
16	48913513	48946431	lncRNA			NA	ENSG00000300084	1	
6	32844136	32860734	protein_coding	PSMB9	HGNC:9546	5698	ENSG00000240065	1	PSMB9
16	88177277	88186950	lncRNA			105371401	ENSG00000261327	-1	
5	24840659	24842600	lncRNA			NA	ENSG00000297342	1	
5	50969338	50970195	lncRNA			NA	ENSG00000248918	1	
5	76517199	76518378	lncRNA			NA	ENSG00000297355	-1	
5	28285964	28301095	lncRNA	LINC02103	HGNC:52958	NA	ENSG00000249785	-1	LINC02103
16	51995070	51997134	lncRNA			NA	ENSG00000300087	-1	
16	88191482	88198004	lncRNA			NA	ENSG00000261816	-1	
11	66856647	66860475	protein_coding	LRFN4	HGNC:28456	78999	ENSG00000173621	1	LRFN4
17	67408774	67408881	misc_RNA			NA	ENSG00000201547	-1	Y_RNA
